Price,Close,High,Low,Open,Volume,Log_Returns
Ticker,ABNB,ABNB,ABNB,ABNB,ABNB,
Date,,,,,,
2020-12-10,144.7100067138672,165.0,141.25,146.0,70447500,
2020-12-11,139.25,151.5,135.10000610351562,146.5500030517578,26980800,-0.038460907337829774
2020-12-14,130.0,135.3000030517578,125.16000366210938,135.0,16966100,-0.06873642835181096
2020-12-15,124.80000305175781,127.5999984741211,121.5,126.69000244140625,10914400,-0.04082197006706784
2020-12-16,137.99000549316406,142.0,124.91000366210938,125.83000183105469,20409600,0.10046877818336897
2020-12-17,147.0500030517578,152.4499969482422,142.6699981689453,143.0,15054700,0.06359142718131848
2020-12-18,157.3000030517578,159.0,150.3000030517578,150.4499969482422,15954200,0.06738214371190593
2020-12-21,163.02000427246094,172.0,145.11000061035156,155.30999755859375,17788100,0.03571808940940394
2020-12-22,163.19000244140625,174.97000122070312,161.0500030517578,170.0,9872600,0.0010422622288449664
2020-12-23,158.00999450683594,168.25,155.5,162.81399536132812,5852500,-0.03225689370461076
2020-12-24,154.83999633789062,162.7899932861328,154.11199951171875,159.16000366210938,3621400,-0.020265985340225067
2020-12-28,149.0,163.63999938964844,147.52000427246094,158.60000610351562,6229200,-0.03844599611306203
2020-12-29,150.0,151.6510009765625,143.1199951171875,150.0,5402300,0.00668898815079671
2020-12-30,148.42999267578125,152.81300354003906,145.60000610351562,151.33999633789062,3462400,-0.010521876804181795
2020-12-31,146.8000030517578,147.88999938964844,144.50999450683594,146.89999389648438,2795800,-0.011042280323117902
2021-01-04,139.14999389648438,151.0050048828125,137.0,150.99000549316406,6409900,-0.053518692859907506
2021-01-05,148.3000030517578,149.0,137.25,138.27999877929688,5974200,0.06368482561311015
2021-01-06,142.77000427246094,148.35000610351562,141.11000061035156,145.75,4213900,-0.038002295995549315
2021-01-07,151.27000427246094,154.4199981689453,145.26100158691406,146.3699951171875,4482800,0.057831374091438924
2021-01-08,149.77000427246094,155.5399932861328,147.25,153.4499969482422,4615600,-0.00996553528693055
2021-01-11,148.1300048828125,150.5,144.02000427246094,147.99000549316406,2801900,-0.011010512974135243
2021-01-12,160.8000030517578,163.8800048828125,143.61000061035156,148.0800018310547,8123600,0.08207107616647662
2021-01-13,169.99000549316406,178.6199951171875,159.35000610351562,160.80999755859375,12529700,0.05557826838184929
2021-01-14,180.5,187.4199981689453,174.97500610351562,175.5399932861328,9926500,0.059991133667627095
2021-01-15,169.27000427246094,185.9949951171875,164.86000061035156,184.5800018310547,8575700,-0.06423567933142123
2021-01-19,173.69000244140625,178.60000610351562,166.60000610351562,173.0,4685400,0.025777016680519623
2021-01-20,161.8300018310547,176.30999755859375,161.0,176.00999450683594,8517400,-0.07072570227855988
2021-01-21,180.39999389648438,183.47000122070312,155.3300018310547,164.99000549316406,17618400,0.10863016095181333
2021-01-22,181.8699951171875,185.3070068359375,175.19000244140625,178.08999633789062,7136800,0.00811554549582144
2021-01-25,177.52999877929688,192.47000122070312,170.02999877929688,186.0500030517578,7472900,-0.02415251744844138
2021-01-26,192.74000549316406,193.0,177.3000030517578,180.0,6460900,0.08220255708085752
2021-01-27,201.25,216.0,185.5,187.63999938964844,11019800,0.04320575737514743
